series_ticker,market_ticker,end_period_ts,end_period_utc,volume,open_interest,price_open,price_high,price_low,price_close,yes_bid_close,yes_ask_close
KXH200MAX,KXH200MAX-26DEC31-5.790,1787544000,2026-08-24T04:00:00+00:00,0.00,1648.20,,,,,0.7500,0.7600
KXH200MAX,KXH200MAX-26DEC31-5.790,1787630400,2026-08-25T04:00:00+00:00,0.00,1648.20,,,,,0.7500,0.7600
KXH200MAX,KXH200MAX-26DEC31-5.790,1787716800,2026-08-26T04:00:00+00:00,44.00,1648.20,0.7500,0.7500,0.7500,0.7500,0.7500,0.7600
KXH200MAX,KXH200MAX-26DEC31-5.790,1787803200,2026-08-27T04:00:00+00:00,0.00,1648.20,,,,,0.7500,0.7900
KXH200MAX,KXH200MAX-26DEC31-5.790,1787889600,2026-08-28T04:00:00+00:00,0.00,1648.20,,,,,0.7500,0.7700
KXH200MAX,KXH200MAX-26DEC31-5.790,1787976000,2026-08-29T04:00:00+00:00,12.04,1648.20,0.7700,0.7700,0.7700,0.7700,0.7500,0.7600
KXH200MAX,KXH200MAX-26DEC31-5.790,1788062400,2026-08-30T04:00:00+00:00,0.00,1648.20,,,,,0.7500,0.7600
KXNVDAA,KXNVDAA-28JANHEAD-56000,1786161600,2026-08-08T04:00:00+00:00,0.00,93.00,,,,,0.0400,0.1000
KXNVDAA,KXNVDAA-28JANHEAD-56000,1786248000,2026-08-09T04:00:00+00:00,0.00,93.00,,,,,0.0400,0.1000
KXNVDAA,KXNVDAA-28JANHEAD-56000,1786334400,2026-08-10T04:00:00+00:00,0.00,93.00,,,,,0.0400,0.1000
KXNVDAA,KXNVDAA-28JANHEAD-56000,1786420800,2026-08-11T04:00:00+00:00,0.00,93.00,,,,,0.0400,0.1200
KXNVDAA,KXNVDAA-28JANHEAD-56000,1786507200,2026-08-12T04:00:00+00:00,0.00,93.00,,,,,0.0300,0.1200
KXNVDAA,KXNVDAA-28JANHEAD-56000,1786593600,2026-08-13T04:00:00+00:00,0.00,93.00,,,,,0.0300,0.1200
KXNVDAA,KXNVDAA-28JANHEAD-56000,1786680000,2026-08-14T04:00:00+00:00,6.27,99.27,0.1200,0.1200,0.1200,0.1200,0.0300,0.1200
KXNVDAA,KXNVDAA-28JANHEAD-56000,1786766400,2026-08-15T04:00:00+00:00,0.00,99.27,,,,,0.0300,0.1200
KXNVDAA,KXNVDAA-28JANHEAD-56000,1786852800,2026-08-16T04:00:00+00:00,0.00,99.27,,,,,0.0300,0.1200
KXNVDAA,KXNVDAA-28JANHEAD-56000,1787112000,2026-08-19T04:00:00+00:00,0.00,99.27,,,,,0.0300,0.1200
KXNVDAA,KXNVDAA-28JANHEAD-56000,1787198400,2026-08-20T04:00:00+00:00,6.27,99.27,0.0300,0.0300,0.0200,0.0200,0.0300,0.1100
KXNVDAA,KXNVDAA-28JANHEAD-56000,1787284800,2026-08-21T04:00:00+00:00,0.00,99.27,,,,,0.0200,0.1100
KXNVDAA,KXNVDAA-28JANHEAD-56000,1787371200,2026-08-22T04:00:00+00:00,0.00,99.27,,,,,0.0200,0.1100
KXNVDAA,KXNVDAA-28JANHEAD-56000,1787457600,2026-08-23T04:00:00+00:00,5.22,99.27,0.0900,0.0900,0.0900,0.0900,0.0200,0.0900
KXNVDAA,KXNVDAA-28JANHEAD-56000,1787544000,2026-08-24T04:00:00+00:00,220.76,303.58,0.0900,0.2100,0.0900,0.0900,0.0400,0.1400
KXNVDAA,KXNVDAA-28JANHEAD-56000,1787630400,2026-08-25T04:00:00+00:00,0.00,303.58,,,,,0.0500,0.1100
KXNVDAA,KXNVDAA-28JANHEAD-56000,1787716800,2026-08-26T04:00:00+00:00,0.99,304.57,0.0500,0.0500,0.0500,0.0500,0.0500,0.1100
KXNVDAA,KXNVDAA-28JANHEAD-56000,1787803200,2026-08-27T04:00:00+00:00,49.72,347.08,0.1100,0.6200,0.0500,0.1000,0.1100,0.1900
KXNVDAA,KXNVDAA-28JANHEAD-56000,1787889600,2026-08-28T04:00:00+00:00,0.00,347.08,,,,,0.1000,0.2000
KXNVDAA,KXNVDAA-28JANHEAD-56000,1787976000,2026-08-29T04:00:00+00:00,0.00,347.08,,,,,0.1000,0.1900
KXNVDAA,KXNVDAA-28JANHEAD-56000,1788062400,2026-08-30T04:00:00+00:00,0.00,347.08,,,,,0.1100,0.1900
KXNVDAA,KXNVDAA-28JANHEAD-54000,1785556800,2026-08-01T04:00:00+00:00,0.00,2.00,,,,,0.0700,0.1300
KXNVDAA,KXNVDAA-28JANHEAD-54000,1785643200,2026-08-02T04:00:00+00:00,0.00,2.00,,,,,0.0800,0.1300
KXNVDAA,KXNVDAA-28JANHEAD-54000,1785902400,2026-08-05T04:00:00+00:00,0.00,2.00,,,,,0.0800,0.1300
KXNVDAA,KXNVDAA-28JANHEAD-54000,1785988800,2026-08-06T04:00:00+00:00,0.00,2.00,,,,,0.0700,0.1300
KXNVDAA,KXNVDAA-28JANHEAD-54000,1786075200,2026-08-07T04:00:00+00:00,0.00,2.00,,,,,0.0800,0.1300
KXNVDAA,KXNVDAA-28JANHEAD-54000,1786161600,2026-08-08T04:00:00+00:00,0.00,2.00,,,,,0.0800,0.1300
KXNVDAA,KXNVDAA-28JANHEAD-54000,1786248000,2026-08-09T04:00:00+00:00,0.00,2.00,,,,,0.0800,0.1300
KXNVDAA,KXNVDAA-28JANHEAD-54000,1786334400,2026-08-10T04:00:00+00:00,6.85,6.85,0.1300,0.1400,0.1300,0.1400,0.0800,0.1400
KXNVDAA,KXNVDAA-28JANHEAD-54000,1786420800,2026-08-11T04:00:00+00:00,0.00,6.85,,,,,0.1300,0.2000
KXNVDAA,KXNVDAA-28JANHEAD-54000,1786507200,2026-08-12T04:00:00+00:00,0.00,6.85,,,,,0.1000,0.1900
KXNVDAA,KXNVDAA-28JANHEAD-54000,1786593600,2026-08-13T04:00:00+00:00,0.00,6.85,,,,,0.1000,0.1900
KXNVDAA,KXNVDAA-28JANHEAD-54000,1786680000,2026-08-14T04:00:00+00:00,0.00,6.85,,,,,0.1000,0.1900
KXNVDAA,KXNVDAA-28JANHEAD-54000,1786766400,2026-08-15T04:00:00+00:00,0.00,6.85,,,,,0.1000,0.1900
KXNVDAA,KXNVDAA-28JANHEAD-54000,1786852800,2026-08-16T04:00:00+00:00,0.00,6.85,,,,,0.1000,0.1900
KXNVDAA,KXNVDAA-28JANHEAD-54000,1787025600,2026-08-18T04:00:00+00:00,0.00,6.85,,,,,0.0900,0.1900
KXNVDAA,KXNVDAA-28JANHEAD-54000,1787112000,2026-08-19T04:00:00+00:00,0.00,6.85,,,,,0.1000,0.1900
KXNVDAA,KXNVDAA-28JANHEAD-54000,1787198400,2026-08-20T04:00:00+00:00,0.00,6.85,,,,,0.1000,0.1900
KXNVDAA,KXNVDAA-28JANHEAD-54000,1787284800,2026-08-21T04:00:00+00:00,0.00,6.85,,,,,0.0900,0.1900
KXNVDAA,KXNVDAA-28JANHEAD-54000,1787371200,2026-08-22T04:00:00+00:00,99.60,11.85,0.1900,0.1900,0.0900,0.0900,0.0900,0.1700
KXNVDAA,KXNVDAA-28JANHEAD-54000,1787457600,2026-08-23T04:00:00+00:00,2.77,11.85,0.1700,0.1700,0.1700,0.1700,0.0300,0.6300
KXNVDAA,KXNVDAA-28JANHEAD-54000,1787544000,2026-08-24T04:00:00+00:00,56.49,38.23,0.6300,0.9600,0.3500,0.3500,0.2500,0.3500
KXNVDAA,KXNVDAA-28JANHEAD-54000,1787630400,2026-08-25T04:00:00+00:00,47.04,72.93,0.2500,0.3400,0.2400,0.3400,0.2500,0.3500
KXNVDAA,KXNVDAA-28JANHEAD-54000,1787716800,2026-08-26T04:00:00+00:00,12.82,85.75,0.3500,0.3500,0.3500,0.3500,0.2500,0.3500
KXNVDAA,KXNVDAA-28JANHEAD-54000,1787803200,2026-08-27T04:00:00+00:00,499.21,305.54,0.2600,0.9600,0.0800,0.3800,0.3400,0.3800
KXNVDAA,KXNVDAA-28JANHEAD-54000,1787889600,2026-08-28T04:00:00+00:00,519.57,808.87,0.3400,0.9700,0.3400,0.5000,0.4100,0.4900
KXNVDAA,KXNVDAA-28JANHEAD-54000,1787976000,2026-08-29T04:00:00+00:00,12.37,818.72,0.4900,0.4900,0.4300,0.4300,0.4200,0.4800
KXNVDAA,KXNVDAA-28JANHEAD-54000,1788062400,2026-08-30T04:00:00+00:00,0.09,818.81,0.4800,0.4800,0.4800,0.4800,0.4200,0.4800
KXNVDAA,KXNVDAA-28JANHEAD-52000,1785556800,2026-08-01T04:00:00+00:00,0.00,664.78,,,,,0.2400,0.2700
KXNVDAA,KXNVDAA-28JANHEAD-52000,1785729600,2026-08-03T04:00:00+00:00,105.70,664.78,0.2700,0.2700,0.2400,0.2400,0.2400,0.2700
KXNVDAA,KXNVDAA-28JANHEAD-52000,1786075200,2026-08-07T04:00:00+00:00,95.20,759.98,0.2800,0.2800,0.2800,0.2800,0.2500,0.2900
