series_ticker,market_ticker,end_period_ts,end_period_utc,volume,open_interest,price_open,price_high,price_low,price_close,yes_bid_close,yes_ask_close
KXNVDAA,KXNVDAA-28JANHEAD-52000,1786161600,2026-08-08T04:00:00+00:00,0.00,759.98,,,,,0.2500,0.2900
KXNVDAA,KXNVDAA-28JANHEAD-52000,1786248000,2026-08-09T04:00:00+00:00,95.20,664.78,0.2500,0.2500,0.2500,0.2500,0.2400,0.2800
KXNVDAA,KXNVDAA-28JANHEAD-52000,1786334400,2026-08-10T04:00:00+00:00,17.00,681.78,0.2800,0.2800,0.2800,0.2800,0.2500,0.2900
KXNVDAA,KXNVDAA-28JANHEAD-52000,1786420800,2026-08-11T04:00:00+00:00,77.97,755.95,0.2900,0.9500,0.2900,0.9500,0.3600,0.4300
KXNVDAA,KXNVDAA-28JANHEAD-52000,1786507200,2026-08-12T04:00:00+00:00,26.34,735.95,0.4400,0.4400,0.3300,0.3300,0.3200,0.4000
KXNVDAA,KXNVDAA-28JANHEAD-52000,1786593600,2026-08-13T04:00:00+00:00,0.00,735.95,,,,,0.3100,0.4000
KXNVDAA,KXNVDAA-28JANHEAD-52000,1786680000,2026-08-14T04:00:00+00:00,0.00,735.95,,,,,0.3200,0.4000
KXNVDAA,KXNVDAA-28JANHEAD-52000,1786766400,2026-08-15T04:00:00+00:00,35.23,766.18,0.4000,0.4100,0.4000,0.4100,0.3200,0.4100
KXNVDAA,KXNVDAA-28JANHEAD-52000,1786852800,2026-08-16T04:00:00+00:00,28.77,794.28,0.4100,0.4100,0.4100,0.4100,0.3200,0.4200
KXNVDAA,KXNVDAA-28JANHEAD-52000,1786939200,2026-08-17T04:00:00+00:00,6.85,798.85,0.4200,0.4200,0.3200,0.4200,0.3200,0.4200
KXNVDAA,KXNVDAA-28JANHEAD-52000,1787025600,2026-08-18T04:00:00+00:00,0.14,798.99,0.3300,0.3300,0.3300,0.3300,0.3200,0.4100
KXNVDAA,KXNVDAA-28JANHEAD-52000,1787112000,2026-08-19T04:00:00+00:00,0.00,798.99,,,,,0.3200,0.4000
KXNVDAA,KXNVDAA-28JANHEAD-52000,1787198400,2026-08-20T04:00:00+00:00,0.00,798.99,,,,,0.3200,0.4000
KXNVDAA,KXNVDAA-28JANHEAD-52000,1787284800,2026-08-21T04:00:00+00:00,0.00,798.99,,,,,0.2900,0.3800
KXNVDAA,KXNVDAA-28JANHEAD-52000,1787371200,2026-08-22T04:00:00+00:00,4.79,803.64,0.3800,0.4100,0.3800,0.4100,0.3000,0.4000
KXNVDAA,KXNVDAA-28JANHEAD-52000,1787457600,2026-08-23T04:00:00+00:00,466.31,1149.97,0.3900,0.4600,0.3900,0.4300,0.0300,0.9600
KXNVDAA,KXNVDAA-28JANHEAD-52000,1787544000,2026-08-24T04:00:00+00:00,11.39,1151.60,0.8800,0.8800,0.5500,0.6500,0.5500,0.6500
KXNVDAA,KXNVDAA-28JANHEAD-52000,1787630400,2026-08-25T04:00:00+00:00,292.39,1146.89,0.5600,0.6300,0.5300,0.5800,0.5700,0.5900
KXNVDAA,KXNVDAA-28JANHEAD-52000,1787716800,2026-08-26T04:00:00+00:00,39.13,1133.92,0.6100,0.6100,0.5600,0.6100,0.5600,0.6100
KXNVDAA,KXNVDAA-28JANHEAD-52000,1787803200,2026-08-27T04:00:00+00:00,312.72,1142.95,0.5500,0.6400,0.0100,0.5800,0.6000,0.6500
KXNVDAA,KXNVDAA-28JANHEAD-52000,1787889600,2026-08-28T04:00:00+00:00,113.12,1206.25,0.6000,0.6700,0.5900,0.6700,0.6200,0.6700
KXNVDAA,KXNVDAA-28JANHEAD-52000,1787976000,2026-08-29T04:00:00+00:00,47.43,1204.52,0.7100,0.7100,0.6200,0.6900,0.6600,0.7100
KXNVDAA,KXNVDAA-28JANHEAD-52000,1788062400,2026-08-30T04:00:00+00:00,52.64,1207.60,0.6600,0.7000,0.6300,0.7000,0.6900,0.7000
KXNVDAA,KXNVDAA-28JANHEAD-50000,1785556800,2026-08-01T04:00:00+00:00,6.00,271.33,0.4800,0.4900,0.4800,0.4900,0.4200,0.5000
KXNVDAA,KXNVDAA-28JANHEAD-50000,1785643200,2026-08-02T04:00:00+00:00,0.00,271.33,,,,,0.4300,0.4900
KXNVDAA,KXNVDAA-28JANHEAD-50000,1785729600,2026-08-03T04:00:00+00:00,0.00,271.33,,,,,0.4300,0.4900
KXNVDAA,KXNVDAA-28JANHEAD-50000,1785816000,2026-08-04T04:00:00+00:00,0.00,271.33,,,,,0.4300,0.4900
KXNVDAA,KXNVDAA-28JANHEAD-50000,1785902400,2026-08-05T04:00:00+00:00,0.00,271.33,,,,,0.4200,0.4900
KXNVDAA,KXNVDAA-28JANHEAD-50000,1785988800,2026-08-06T04:00:00+00:00,20.68,292.01,0.4900,0.4900,0.4900,0.4900,0.4200,0.4900
KXNVDAA,KXNVDAA-28JANHEAD-50000,1786075200,2026-08-07T04:00:00+00:00,39.40,331.41,0.4900,0.4900,0.4900,0.4900,0.4500,0.5100
KXNVDAA,KXNVDAA-28JANHEAD-50000,1786161600,2026-08-08T04:00:00+00:00,26.96,340.97,0.4500,0.5100,0.4400,0.5100,0.4500,0.5100
KXNVDAA,KXNVDAA-28JANHEAD-50000,1786248000,2026-08-09T04:00:00+00:00,0.00,340.97,,,,,0.4400,0.5000
KXNVDAA,KXNVDAA-28JANHEAD-50000,1786334400,2026-08-10T04:00:00+00:00,58.79,399.76,0.5000,0.5200,0.5000,0.5200,0.4500,0.5200
KXNVDAA,KXNVDAA-28JANHEAD-50000,1786420800,2026-08-11T04:00:00+00:00,352.64,685.71,0.5200,0.8600,0.5200,0.5900,0.6000,0.6400
KXNVDAA,KXNVDAA-28JANHEAD-50000,1786507200,2026-08-12T04:00:00+00:00,371.52,526.47,0.6500,0.6600,0.2500,0.5200,0.5600,0.6100
KXNVDAA,KXNVDAA-28JANHEAD-50000,1786593600,2026-08-13T04:00:00+00:00,166.62,679.92,0.6100,0.6200,0.6100,0.6200,0.5200,0.6200
KXNVDAA,KXNVDAA-28JANHEAD-50000,1786680000,2026-08-14T04:00:00+00:00,3.15,683.07,0.6200,0.6200,0.6200,0.6200,0.5300,0.6200
KXNVDAA,KXNVDAA-28JANHEAD-50000,1786766400,2026-08-15T04:00:00+00:00,197.95,566.80,0.6200,0.6200,0.5200,0.6200,0.5500,0.6400
KXNVDAA,KXNVDAA-28JANHEAD-50000,1786852800,2026-08-16T04:00:00+00:00,40.90,607.70,0.6400,0.6500,0.6400,0.6500,0.5600,0.6500
KXNVDAA,KXNVDAA-28JANHEAD-50000,1786939200,2026-08-17T04:00:00+00:00,94.33,636.21,0.6500,0.6600,0.5500,0.6500,0.5700,0.6600
KXNVDAA,KXNVDAA-28JANHEAD-50000,1787025600,2026-08-18T04:00:00+00:00,15.76,646.07,0.6600,0.6600,0.5700,0.6600,0.5700,0.6600
KXNVDAA,KXNVDAA-28JANHEAD-50000,1787112000,2026-08-19T04:00:00+00:00,94.77,647.54,0.6600,0.6600,0.5400,0.5400,0.5400,0.6200
KXNVDAA,KXNVDAA-28JANHEAD-50000,1787198400,2026-08-20T04:00:00+00:00,78.85,618.11,0.5400,0.6200,0.5200,0.5300,0.5300,0.6200
KXNVDAA,KXNVDAA-28JANHEAD-50000,1787284800,2026-08-21T04:00:00+00:00,3.29,618.11,0.5900,0.5900,0.5900,0.5900,0.5000,0.5900
KXNVDAA,KXNVDAA-28JANHEAD-50000,1787371200,2026-08-22T04:00:00+00:00,101.69,651.91,0.5000,0.6200,0.5000,0.6200,0.5300,0.6300
KXNVDAA,KXNVDAA-28JANHEAD-50000,1787457600,2026-08-23T04:00:00+00:00,96.13,707.75,0.6300,0.8800,0.6300,0.8300,0.1900,0.8800
KXNVDAA,KXNVDAA-28JANHEAD-50000,1787544000,2026-08-24T04:00:00+00:00,116.38,698.21,0.8900,0.9000,0.0100,0.7400,0.7400,0.8200
KXNVDAA,KXNVDAA-28JANHEAD-50000,1787630400,2026-08-25T04:00:00+00:00,104.82,679.30,0.7500,0.7900,0.7100,0.7200,0.7200,0.7700
KXNVDAA,KXNVDAA-28JANHEAD-50000,1787716800,2026-08-26T04:00:00+00:00,22.94,674.24,0.7700,0.8100,0.7300,0.8100,0.7300,0.8000
KXNVDAA,KXNVDAA-28JANHEAD-50000,1787803200,2026-08-27T04:00:00+00:00,73.76,677.77,0.7400,0.8200,0.7200,0.8200,0.7600,0.8200
KXNVDAA,KXNVDAA-28JANHEAD-50000,1787889600,2026-08-28T04:00:00+00:00,68.46,652.00,0.7500,0.8200,0.4800,0.7800,0.8000,0.8400
KXNVDAA,KXNVDAA-28JANHEAD-50000,1787976000,2026-08-29T04:00:00+00:00,15.41,645.36,0.8600,0.8700,0.8000,0.8000,0.8000,0.8600
KXNVDAA,KXNVDAA-28JANHEAD-50000,1788062400,2026-08-30T04:00:00+00:00,5.71,641.65,0.8600,0.8600,0.8000,0.8000,0.8000,0.8600
KXNVDAA,KXNVDAA-28JANHEAD-48000,1785556800,2026-08-01T04:00:00+00:00,94.10,572.72,0.7300,0.7300,0.7300,0.7300,0.7000,0.7400
KXNVDAA,KXNVDAA-28JANHEAD-48000,1785643200,2026-08-02T04:00:00+00:00,96.66,481.22,0.7400,0.7400,0.6900,0.7300,0.6800,0.7300
KXNVDAA,KXNVDAA-28JANHEAD-48000,1785729600,2026-08-03T04:00:00+00:00,134.44,481.22,0.7300,0.7300,0.6900,0.6900,0.6800,0.7300
KXNVDAA,KXNVDAA-28JANHEAD-48000,1785902400,2026-08-05T04:00:00+00:00,13.44,494.66,0.7300,0.7300,0.7300,0.7300,0.6800,0.7300
KXNVDAA,KXNVDAA-28JANHEAD-48000,1786075200,2026-08-07T04:00:00+00:00,13.70,486.48,0.7400,0.7400,0.6900,0.6900,0.7000,0.7400
KXNVDAA,KXNVDAA-28JANHEAD-48000,1786161600,2026-08-08T04:00:00+00:00,25.20,509.03,0.7400,0.7400,0.7000,0.7400,0.7000,0.7400
KXNVDAA,KXNVDAA-28JANHEAD-48000,1786248000,2026-08-09T04:00:00+00:00,17.34,526.37,0.7400,0.7400,0.7400,0.7400,0.7000,0.7400
KXNVDAA,KXNVDAA-28JANHEAD-48000,1786334400,2026-08-10T04:00:00+00:00,109.33,597.72,0.7000,0.7500,0.6900,0.7500,0.7100,0.7600
KXNVDAA,KXNVDAA-28JANHEAD-48000,1786420800,2026-08-11T04:00:00+00:00,187.90,631.26,0.7600,0.9800,0.7600,0.7800,0.7800,0.8300
KXNVDAA,KXNVDAA-28JANHEAD-48000,1786507200,2026-08-12T04:00:00+00:00,0.00,631.26,,,,,0.7500,0.8300
KXNVDAA,KXNVDAA-28JANHEAD-48000,1786593600,2026-08-13T04:00:00+00:00,1.00,631.26,0.8300,0.8300,0.8300,0.8300,0.7400,0.8300
KXNVDAA,KXNVDAA-28JANHEAD-48000,1786680000,2026-08-14T04:00:00+00:00,0.00,631.26,,,,,0.7500,0.8300
KXNVDAA,KXNVDAA-28JANHEAD-48000,1786766400,2026-08-15T04:00:00+00:00,33.85,657.90,0.8300,0.9300,0.8300,0.9300,0.7500,0.8400
KXNVDAA,KXNVDAA-28JANHEAD-48000,1786852800,2026-08-16T04:00:00+00:00,31.64,633.26,0.8400,0.8400,0.7300,0.7300,0.7400,0.8200
KXNVDAA,KXNVDAA-28JANHEAD-48000,1786939200,2026-08-17T04:00:00+00:00,1.00,633.26,0.7400,0.7400,0.7400,0.7400,0.7300,0.8200
KXNVDAA,KXNVDAA-28JANHEAD-48000,1787025600,2026-08-18T04:00:00+00:00,0.00,633.26,,,,,0.7300,0.8200
KXNVDAA,KXNVDAA-28JANHEAD-48000,1787112000,2026-08-19T04:00:00+00:00,34.34,633.22,0.8200,0.8400,0.7400,0.7400,0.7500,0.8400
KXNVDAA,KXNVDAA-28JANHEAD-48000,1787198400,2026-08-20T04:00:00+00:00,0.00,633.22,,,,,0.7500,0.8400
KXNVDAA,KXNVDAA-28JANHEAD-48000,1787284800,2026-08-21T04:00:00+00:00,91.41,633.22,0.7400,0.7400,0.7400,0.7400,0.7100,0.8100
KXNVDAA,KXNVDAA-28JANHEAD-48000,1787371200,2026-08-22T04:00:00+00:00,9.67,642.89,0.8100,0.8400,0.8000,0.8400,0.7400,0.8400
KXNVDAA,KXNVDAA-28JANHEAD-48000,1787457600,2026-08-23T04:00:00+00:00,15.48,639.31,0.7400,0.8300,0.7400,0.8300,0.2600,0.8300
KXNVDAA,KXNVDAA-28JANHEAD-48000,1787544000,2026-08-24T04:00:00+00:00,101.89,663.29,0.9800,0.9800,0.9800,0.9800,0.9000,0.9100
KXNVDAA,KXNVDAA-28JANHEAD-48000,1787630400,2026-08-25T04:00:00+00:00,0.00,663.29,,,,,0.8100,0.9000
KXNVDAA,KXNVDAA-28JANHEAD-48000,1787716800,2026-08-26T04:00:00+00:00,224.36,882.38,0.9000,0.9800,0.9000,0.9400,0.8500,0.9400
KXNVDAA,KXNVDAA-28JANHEAD-48000,1787803200,2026-08-27T04:00:00+00:00,170.81,929.94,0.8600,0.9500,0.8100,0.8100,0.8100,0.8900
KXNVDAA,KXNVDAA-28JANHEAD-48000,1787889600,2026-08-28T04:00:00+00:00,300.55,676.88,0.8900,0.8900,0.8000,0.8500,0.8400,0.8500
KXNVDAA,KXNVDAA-28JANHEAD-48000,1787976000,2026-08-29T04:00:00+00:00,24.81,679.88,0.8500,0.8800,0.8300,0.8800,0.8400,0.8800
KXNVDAA,KXNVDAA-28JANHEAD-48000,1788062400,2026-08-30T04:00:00+00:00,0.00,679.88,,,,,0.8400,0.8900
KXNVDAA,KXNVDAA-28JANHEAD-46000,1785556800,2026-08-01T04:00:00+00:00,0.00,474.79,,,,,0.8900,0.9200
KXNVDAA,KXNVDAA-28JANHEAD-46000,1786334400,2026-08-10T04:00:00+00:00,0.00,474.79,,,,,0.8900,0.9300
KXNVDAA,KXNVDAA-28JANHEAD-46000,1786420800,2026-08-11T04:00:00+00:00,0.00,474.79,,,,,0.9100,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1786507200,2026-08-12T04:00:00+00:00,0.00,474.79,,,,,0.8900,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1786593600,2026-08-13T04:00:00+00:00,0.00,474.79,,,,,0.8800,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1786680000,2026-08-14T04:00:00+00:00,0.00,474.79,,,,,0.8900,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1786766400,2026-08-15T04:00:00+00:00,0.00,474.79,,,,,0.8800,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1786852800,2026-08-16T04:00:00+00:00,0.00,474.79,,,,,0.8900,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1786939200,2026-08-17T04:00:00+00:00,0.00,474.79,,,,,0.8800,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1787025600,2026-08-18T04:00:00+00:00,20.37,474.79,0.9800,0.9800,0.9800,0.9800,0.8900,0.9900
KXNVDAA,KXNVDAA-28JANHEAD-46000,1787112000,2026-08-19T04:00:00+00:00,0.00,474.79,,,,,0.8900,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1787198400,2026-08-20T04:00:00+00:00,0.00,474.79,,,,,0.8900,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1787284800,2026-08-21T04:00:00+00:00,0.00,474.79,,,,,0.8700,0.9700
KXNVDAA,KXNVDAA-28JANHEAD-46000,1787371200,2026-08-22T04:00:00+00:00,0.00,474.79,,,,,0.8800,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1787457600,2026-08-23T04:00:00+00:00,5.09,474.79,0.9800,0.9800,0.0500,0.0500,0.0500,0.9700
KXNVDAA,KXNVDAA-28JANHEAD-46000,1787544000,2026-08-24T04:00:00+00:00,0.00,474.79,,,,,0.9000,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1787630400,2026-08-25T04:00:00+00:00,0.00,474.79,,,,,0.9000,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1787716800,2026-08-26T04:00:00+00:00,0.00,474.79,,,,,0.9100,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1787803200,2026-08-27T04:00:00+00:00,0.00,474.79,,,,,0.9100,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1787889600,2026-08-28T04:00:00+00:00,0.00,474.79,,,,,0.9100,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1787976000,2026-08-29T04:00:00+00:00,0.00,474.79,,,,,0.9100,0.9800
KXNVDAA,KXNVDAA-28JANHEAD-46000,1788062400,2026-08-30T04:00:00+00:00,0.00,474.79,,,,,0.9100,0.9800
KXB200WS,KXB200WS-26OCT09-9.000,1787976000,2026-08-29T04:00:00+00:00,0.00,0.00,,,,,0.0100,0.0400
KXB200WS,KXB200WS-26OCT09-9.000,1788062400,2026-08-30T04:00:00+00:00,0.00,0.00,,,,,0.0100,0.0400
KXB200WS,KXB200WS-26OCT09-8.500,1787976000,2026-08-29T04:00:00+00:00,0.00,0.00,,,,,0.0300,0.0600
KXB200WS,KXB200WS-26OCT09-8.500,1788062400,2026-08-30T04:00:00+00:00,0.00,0.00,,,,,0.0200,0.0600
KXB200WS,KXB200WS-26OCT09-8.000,1787976000,2026-08-29T04:00:00+00:00,0.00,0.00,,,,,0.0600,0.1000
KXB200WS,KXB200WS-26OCT09-8.000,1788062400,2026-08-30T04:00:00+00:00,0.00,0.00,,,,,0.0500,0.0900
KXB200WS,KXB200WS-26OCT09-7.500,1787976000,2026-08-29T04:00:00+00:00,0.00,0.00,,,,,0.1000,0.1400
KXB200WS,KXB200WS-26OCT09-7.500,1788062400,2026-08-30T04:00:00+00:00,0.00,0.00,,,,,0.1000,0.1500
KXB200WS,KXB200WS-26OCT09-7.000,1787976000,2026-08-29T04:00:00+00:00,0.00,0.00,,,,,0.1900,0.2200
KXB200WS,KXB200WS-26OCT09-7.000,1788062400,2026-08-30T04:00:00+00:00,0.00,0.00,,,,,0.1900,0.2500
KXB200WS,KXB200WS-26OCT09-6.500,1787976000,2026-08-29T04:00:00+00:00,0.00,0.00,,,,,0.3300,0.4300
KXB200WS,KXB200WS-26OCT09-6.500,1788062400,2026-08-30T04:00:00+00:00,0.00,0.00,,,,,0.3200,0.3500
KXB200WS,KXB200WS-26OCT09-6.000,1787976000,2026-08-29T04:00:00+00:00,0.00,0.00,,,,,0.5000,0.5100
KXB200WS,KXB200WS-26OCT09-6.000,1788062400,2026-08-30T04:00:00+00:00,0.00,0.00,,,,,0.4800,0.4900
KXB200WS,KXB200WS-26OCT09-5.500,1787976000,2026-08-29T04:00:00+00:00,200.00,200.00,0.7500,0.7500,0.7500,0.7500,0.7600,0.7700
KXB200WS,KXB200WS-26OCT09-5.500,1788062400,2026-08-30T04:00:00+00:00,0.00,200.00,,,,,0.7400,0.7500
KXB200WS,KXB200WS-26OCT09-5.000,1787976000,2026-08-29T04:00:00+00:00,1363.00,1363.00,0.8600,0.9200,0.8600,0.9200,0.9100,0.9200
KXB200WS,KXB200WS-26OCT09-5.000,1788062400,2026-08-30T04:00:00+00:00,75.00,1438.00,0.9200,0.9200,0.9100,0.9100,0.9000,0.9100
