date,totalTokens,totalGrowthIndex,labs
2026-08-10,2617480217732,149.57480940835003,"[{'lab': 'anthropic', 'totalTokens': 750955217011, 'growthIndex': 88.27360854181626, 'share': 0.28690005445836353}, {'lab': 'openai', 'totalTokens': 1315988072709, 'growthIndex': 418.19616581939425, 'share': 0.5027690615554222}, {'lab': 'google', 'totalTokens': 550536928012, 'growthIndex': 94.1809947959995, 'share': 0.21033088398621422}]"
2026-08-11,2929603734512,167.41097688650768,"[{'lab': 'anthropic', 'totalTokens': 815206742303, 'growthIndex': 95.82627461745194, 'share': 0.27826519085141505}, {'lab': 'openai', 'totalTokens': 1432210218639, 'growthIndex': 455.1293697132381, 'share': 0.48887506585513385}, {'lab': 'google', 'totalTokens': 682186773570, 'growthIndex': 116.70248752159169, 'share': 0.2328597432934511}]"
2026-08-12,3259580434519,186.2673570334834,"[{'lab': 'anthropic', 'totalTokens': 915353088557, 'growthIndex': 107.59832062747292, 'share': 0.28081929774255565}, {'lab': 'openai', 'totalTokens': 1458547837510, 'growthIndex': 463.4989677795727, 'share': 0.44746490133023226}, {'lab': 'google', 'totalTokens': 885679508452, 'growthIndex': 151.51422717028535, 'share': 0.27171580092721204}]"
2026-08-13,3233278753704,184.76435851285592,"[{'lab': 'anthropic', 'totalTokens': 844323593999, 'growthIndex': 99.24891488994795, 'share': 0.26113541649687777}, {'lab': 'openai', 'totalTokens': 1362089030030, 'growthIndex': 432.84617974585694, 'share': 0.42127175965561564}, {'lab': 'google', 'totalTokens': 1026866129675, 'growthIndex': 175.66718723907528, 'share': 0.31759282384750653}]"
2026-08-14,3355316845047,191.7381740662757,"[{'lab': 'anthropic', 'totalTokens': 970792486983, 'growthIndex': 114.1151350041401, 'share': 0.2893296018872404}, {'lab': 'openai', 'totalTokens': 1291958230747, 'growthIndex': 410.5599356877123, 'share': 0.3850480566847638}, {'lab': 'google', 'totalTokens': 1092566127317, 'growthIndex': 186.9065625128871, 'share': 0.32562234142799584}]"
2026-08-15,2648726235314,151.36034998013216,"[{'lab': 'anthropic', 'totalTokens': 973774560463, 'growthIndex': 114.4656730669346, 'share': 0.36763880973435575}, {'lab': 'openai', 'totalTokens': 1069311318194, 'growthIndex': 339.8069500854031, 'share': 0.4037077535373284}, {'lab': 'google', 'totalTokens': 605640356657, 'growthIndex': 103.60760264444404, 'share': 0.22865343672831587}]"
2026-08-16,3191464618441,182.3749072879074,"[{'lab': 'anthropic', 'totalTokens': 1123203182401, 'growthIndex': 132.03077332737377, 'share': 0.35193972570176074}, {'lab': 'openai', 'totalTokens': 1083651658394, 'growthIndex': 344.3640394789571, 'share': 0.33954681876540854}, {'lab': 'google', 'totalTokens': 984609777646, 'growthIndex': 168.43834378090418, 'share': 0.3085134555328307}]"
2026-08-17,3690661203280,210.90128679166176,"[{'lab': 'anthropic', 'totalTokens': 823689438089, 'growthIndex': 96.82340220939157, 'share': 0.22318207841916315}, {'lab': 'openai', 'totalTokens': 1681983272214, 'growthIndex': 534.5025308354701, 'share': 0.45574036184062944}, {'lab': 'google', 'totalTokens': 1184988492977, 'growthIndex': 202.71736447069634, 'share': 0.3210775597402074}]"
2026-08-18,3480944384940,198.91710715185872,"[{'lab': 'anthropic', 'totalTokens': 821231864083, 'growthIndex': 96.53451823754614, 'share': 0.23592214447205404}, {'lab': 'openai', 'totalTokens': 1764506383873, 'growthIndex': 560.7268178202586, 'share': 0.5069045031305245}, {'lab': 'google', 'totalTokens': 895206136984, 'growthIndex': 153.14395863159825, 'share': 0.25717335239742145}]"
2026-08-19,3172431388292,181.28726133258144,"[{'lab': 'anthropic', 'totalTokens': 795619787415, 'growthIndex': 93.52385877541086, 'share': 0.25079180289013353}, {'lab': 'openai', 'totalTokens': 1475897869121, 'growthIndex': 469.01248028552527, 'share': 0.46522609584808267}, {'lab': 'google', 'totalTokens': 900913731756, 'growthIndex': 154.1203635304676, 'share': 0.28398210126178375}]"
2026-08-20,2938476097949,167.91798437451106,"[{'lab': 'anthropic', 'totalTokens': 808645692187, 'growthIndex': 95.05503346159678, 'share': 0.2751921966462205}, {'lab': 'openai', 'totalTokens': 1280541153229, 'growthIndex': 406.93180398811285, 'share': 0.43578409711169447}, {'lab': 'google', 'totalTokens': 849289252533, 'growthIndex': 145.2889036198591, 'share': 0.289023706242085}]"
2026-08-21,2633874392660,150.51164765975332,"[{'lab': 'anthropic', 'totalTokens': 677272983523, 'growthIndex': 79.61237750157548, 'share': 0.25713943892328484}, {'lab': 'openai', 'totalTokens': 1146588072555, 'growthIndex': 364.36404376347286, 'share': 0.4353237480687296}, {'lab': 'google', 'totalTokens': 810013336582, 'growthIndex': 138.56992683996066, 'share': 0.3075368130079856}]"
2026-08-22,1889403427805,107.96916656519767,"[{'lab': 'anthropic', 'totalTokens': 462548377949, 'growthIndex': 54.371836724484744, 'share': 0.24481186555608297}, {'lab': 'openai', 'totalTokens': 825186312494, 'growthIndex': 262.22863195200387, 'share': 0.43674437145096845}, {'lab': 'google', 'totalTokens': 601668737362, 'growthIndex': 102.92817309644843, 'share': 0.3184437629929486}]"
2026-08-23,2120414581583,121.17020207387759,"[{'lab': 'anthropic', 'totalTokens': 491889250567, 'growthIndex': 57.82081030518056, 'share': 0.23197786642260262}, {'lab': 'openai', 'totalTokens': 896006580120, 'growthIndex': 284.73397603352703, 'share': 0.4225619781632913}, {'lab': 'google', 'totalTokens': 732518750896, 'growthIndex': 125.31283762422649, 'share': 0.34546015541410613}]"
2026-08-24,3030735749498,173.19012347341882,"[{'lab': 'anthropic', 'totalTokens': 825077574787, 'growthIndex': 96.98657550216062, 'share': 0.2722367250010704}, {'lab': 'openai', 'totalTokens': 1268491561941, 'growthIndex': 403.1026713532256, 'share': 0.41854244869454826}, {'lab': 'google', 'totalTokens': 937166612770, 'growthIndex': 160.32218619556792, 'share': 0.3092208263043813}]"
2026-08-25,3726658653341,212.95834597995474,"[{'lab': 'anthropic', 'totalTokens': 797641968489, 'growthIndex': 93.7615629906335, 'share': 0.2140367666284389}, {'lab': 'openai', 'totalTokens': 1433629643897, 'growthIndex': 455.58043626381925, 'share': 0.3846957226983297}, {'lab': 'google', 'totalTokens': 1495387040955, 'growthIndex': 255.8176063334268, 'share': 0.4012675106732314}]"
2026-08-26,3845065789634,219.72467212967445,"[{'lab': 'anthropic', 'totalTokens': 770745918178, 'growthIndex': 90.59997443955558, 'share': 0.20045064515043445}, {'lab': 'openai', 'totalTokens': 1383149663044, 'growthIndex': 439.53885132763935, 'share': 0.35972067546226766}, {'lab': 'google', 'totalTokens': 1691170208412, 'growthIndex': 289.31046128503885, 'share': 0.4398286793872979}]"
2026-08-27,4069983605106,232.57750637608453,"[{'lab': 'anthropic', 'totalTokens': 737395058522, 'growthIndex': 86.67963316870764, 'share': 0.18117887688709622}, {'lab': 'openai', 'totalTokens': 2162940282901, 'growthIndex': 687.34158915552, 'share': 0.5314370996943285}, {'lab': 'google', 'totalTokens': 1169648263683, 'growthIndex': 200.09309354208727, 'share': 0.2873840234185752}]"
2026-08-28,3903179594384,223.0455611322309,"[{'lab': 'anthropic', 'totalTokens': 706946616190, 'growthIndex': 83.10046650438754, 'share': 0.18112069893150032}, {'lab': 'openai', 'totalTokens': 2294342493554, 'growthIndex': 729.0987310437112, 'share': 0.5878137139411064}, {'lab': 'google', 'totalTokens': 901890484640, 'growthIndex': 154.28745778628289, 'share': 0.23106558712739336}]"
2026-08-29,2745813033737,156.9083343629024,"[{'lab': 'anthropic', 'totalTokens': 481734432952, 'growthIndex': 56.62712741350564, 'share': 0.17544327564661913}, {'lab': 'openai', 'totalTokens': 1492753648891, 'growthIndex': 474.3689288870688, 'share': 0.5436472296365314}, {'lab': 'google', 'totalTokens': 771324951894, 'growthIndex': 131.95145971892, 'share': 0.2809094947168494}]"
2026-08-30,2976773610190,170.10647965155468,"[{'lab': 'anthropic', 'totalTokens': 472456987644, 'growthIndex': 55.53657826112589, 'share': 0.158714450446181}, {'lab': 'openai', 'totalTokens': 1799925088484, 'growthIndex': 571.9822134988221, 'share': 0.6046563575820989}, {'lab': 'google', 'totalTokens': 704391534062, 'growthIndex': 120.50108181370408, 'share': 0.23662919197172017}]"
